Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;562;-;-;562;-;-
Wählende;258;45,9 %;-;258;45,9 %;-
Ungültige Stimmen;4;1,6 %;-;4;1,6 %;-
Gültige Stimmen;254;98,4 %;-;254;98,4 %;-
SPD;71;28,0 %;-;63;24,8 %;-
AfD;110;43,3 %;-;98;38,6 %;-
CDU;18;7,1 %;-;9;3,5 %;-
GRÜNE/B 90;6;2,4 %;-;4;1,6 %;-
DIE LINKE;36;14,2 %;-;21;8,3 %;-
BVB / FREIE WÄHLER;8;3,1 %;-;6;2,4 %;-
FDP;5;2,0 %;-;3;1,2 %;-
Tierschutzpartei;-;-;-;11;4,3 %;-
Plus;-;-;-;1;0,4 %;-
BSW;-;-;-;35;13,8 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,4 %;-
DLW;-;-;-;2;0,8 %;-
WU;-;-;-;0;0,0 %;-
