Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;842;-;-;842;-;-
Wählende;426;50,6 %;-;426;50,6 %;-
Ungültige Stimmen;8;1,9 %;-;5;1,2 %;-
Gültige Stimmen;418;98,1 %;-;421;98,8 %;-
SPD;145;34,7 %;-;134;31,8 %;-
AfD;162;38,8 %;-;149;35,4 %;-
CDU;52;12,4 %;-;39;9,3 %;-
GRÜNE/B 90;3;0,7 %;-;12;2,9 %;-
DIE LINKE;23;5,5 %;-;12;2,9 %;-
BVB / FREIE WÄHLER;21;5,0 %;-;10;2,4 %;-
FDP;6;1,4 %;-;1;0,2 %;-
Tierschutzpartei;-;-;-;8;1,9 %;-
Plus;-;-;-;1;0,2 %;-
BSW;-;-;-;53;12,6 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;6;1,4 %;-;2;0,5 %;-
WU;-;-;-;0;0,0 %;-
