Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.222;-;-;1.222;-;-
Wählende;560;45,8 %;-;560.0;45,8 %;-
Ungültige Stimmen;11;2,0 %;-;6.0;1,1 %;-
Gültige Stimmen;549;98,0 %;-;554.0;98,9 %;-
SPD;211;38,4 %;-;169.0;30,5 %;-
AfD;180;32,8 %;-;155.0;28,0 %;-
CDU;71;12,9 %;-;55.0;9,9 %;-
GRÜNE/B 90;9;1,6 %;-;38.0;6,9 %;-
DIE LINKE;22;4,0 %;-;24.0;4,3 %;-
BVB / FREIE WÄHLER;31;5,6 %;-;20.0;3,6 %;-
FDP;11;2,0 %;-;5.0;0,9 %;-
Tierschutzpartei;-;-;-;11.0;2,0 %;-
Plus;14;2,6 %;-;9.0;1,6 %;-
BSW;-;-;-;65.0;11,7 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;1.0;0,2 %;-
WU;-;-;-;2.0;0,4 %;-
