Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;410;-;-;410;-;-
Wählende;215;52,4 %;-04;215;52,4 %;-04
Ungültige Stimmen;4;1,9 %;+05;2;0,9 %;+05
Gültige Stimmen;211;98,1 %;-05;213;99,1 %;-05
SPD;47;22,3 %;+02;35;16,4 %;-59
AfD;111;52,6 %;+188;105;49,3 %;+167
CDU;20;9,5 %;-84;14;6,6 %;-106
GRÜNE/B 90;2;0,9 %;-23;5;2,3 %;-14
DIE LINKE;7;3,3 %;-80;9;4,2 %;-55
BVB / FREIE WÄHLER;21;10,0 %;+38;5;2,3 %;-23
FDP;3;1,4 %;-42;1;0,5 %;-60
Tierschutzpartei;-;-;-;7;3,3 %;+05
Plus;-;-;-;0;0,0 %;-05
BSW;-;-;-;31;14,6 %;+146
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;0;0,0 %;00
WU;-;-;-;1;0,5 %;+05
