Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;902;-;-;902;-;-
Wählende;375;41,6 %;-;375;41,6 %;-
Ungültige Stimmen;2;0,5 %;-;2;0,5 %;-
Gültige Stimmen;373;99,5 %;-;373;99,5 %;-
SPD;125;33,5 %;-;99;26,5 %;-
AfD;146;39,1 %;-;136;36,5 %;-
CDU;56;15,0 %;-;46;12,3 %;-
GRÜNE/B 90;2;0,5 %;-;8;2,1 %;-
DIE LINKE;11;2,9 %;-;8;2,1 %;-
BVB / FREIE WÄHLER;23;6,2 %;-;12;3,2 %;-
FDP;5;1,3 %;-;2;0,5 %;-
Tierschutzpartei;-;-;-;8;2,1 %;-
Plus;-;-;-;1;0,3 %;-
BSW;-;-;-;50;13,4 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,3 %;-
DLW;5;1,3 %;-;2;0,5 %;-
WU;-;-;-;0;0,0 %;-
