Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;244;-;-;244;-;-
Wählende;163;66,8 %;-;163;66,8 %;-
Ungültige Stimmen;1;0,6 %;-;0;0,0 %;-
Gültige Stimmen;162;99,4 %;-;163;100,0 %;-
SPD;75;46,3 %;-;70;42,9 %;-
AfD;31;19,1 %;-;29;17,8 %;-
CDU;36;22,2 %;-;18;11,0 %;-
GRÜNE/B 90;3;1,9 %;-;13;8,0 %;-
DIE LINKE;7;4,3 %;-;3;1,8 %;-
BVB / FREIE WÄHLER;7;4,3 %;-;3;1,8 %;-
FDP;3;1,9 %;-;4;2,5 %;-
Tierschutzpartei;-;-;-;2;1,2 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;21;12,9 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
