Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;102;-;-;102;-;-
Wählende;48;47,1 %;-;48;47,1 %;-
Ungültige Stimmen;3;6,2 %;-;2;4,2 %;-
Gültige Stimmen;45;93,8 %;-;46;95,8 %;-
SPD;14;31,1 %;-;15;32,6 %;-
AfD;18;40,0 %;-;18;39,1 %;-
CDU;5;11,1 %;-;4;8,7 %;-
GRÜNE/B 90;1;2,2 %;-;1;2,2 %;-
DIE LINKE;2;4,4 %;-;1;2,2 %;-
BVB / FREIE WÄHLER;5;11,1 %;-;3;6,5 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;3;6,5 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;2,2 %;-
WU;-;-;-;0;0,0 %;-
