Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;634;-;-;634;-;-
Wählende;339;53,5 %;-;339;53,5 %;-
Ungültige Stimmen;3;0,9 %;-;1;0,3 %;-
Gültige Stimmen;336;99,1 %;-;338;99,7 %;-
SPD;110;32,7 %;-;103;30,5 %;-
AfD;134;39,9 %;-;128;37,9 %;-
CDU;59;17,6 %;-;25;7,4 %;-
GRÜNE/B 90;6;1,8 %;-;3;0,9 %;-
DIE LINKE;-;-;-;5;1,5 %;-
BVB / FREIE WÄHLER;23;6,8 %;-;4;1,2 %;-
FDP;4;1,2 %;-;3;0,9 %;-
Tierschutzpartei;-;-;-;7;2,1 %;-
Plus;-;-;-;2;0,6 %;-
BSW;-;-;-;57;16,9 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,3 %;-
WU;-;-;-;0;0,0 %;-
