Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;309;-;-;309;-;-
Wählende;191;61,8 %;-;191;61,8 %;-
Ungültige Stimmen;6;3,1 %;-;8;4,2 %;-
Gültige Stimmen;185;96,9 %;-;183;95,8 %;-
SPD;64;34,6 %;-;50;27,3 %;-
AfD;67;36,2 %;-;60;32,8 %;-
CDU;26;14,1 %;-;21;11,5 %;-
GRÜNE/B 90;5;2,7 %;-;9;4,9 %;-
DIE LINKE;5;2,7 %;-;7;3,8 %;-
BVB / FREIE WÄHLER;17;9,2 %;-;5;2,7 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;1;0,5 %;-;5;2,7 %;-
Plus;-;-;-;2;1,1 %;-
BSW;-;-;-;22;12,0 %;-
III. Weg;-;-;-;1;0,5 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;1;0,5 %;-
