Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;556;-;-;556;-;-
Wählende;279;50,2 %;-;279;50,2 %;-
Ungültige Stimmen;12;4,3 %;-;8;2,9 %;-
Gültige Stimmen;267;95,7 %;-;271;97,1 %;-
SPD;68;25,5 %;-;65;24,0 %;-
AfD;111;41,6 %;-;104;38,4 %;-
CDU;37;13,9 %;-;29;10,7 %;-
GRÜNE/B 90;4;1,5 %;-;3;1,1 %;-
DIE LINKE;11;4,1 %;-;2;0,7 %;-
BVB / FREIE WÄHLER;34;12,7 %;-;16;5,9 %;-
FDP;2;0,7 %;-;1;0,4 %;-
Tierschutzpartei;-;-;-;3;1,1 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;48;17,7 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
