Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;428;-;-;428;-;-
Wählende;256;59,8 %;+94;256;59,8 %;+94
Ungültige Stimmen;4;1,6 %;+02;1;0,4 %;-12
Gültige Stimmen;252;98,4 %;-02;255;99,6 %;+12
SPD;63;25,0 %;-209;67;26,3 %;-62
AfD;127;50,4 %;+199;117;45,9 %;+98
CDU;19;7,5 %;-34;13;5,1 %;-83
GRÜNE/B 90;3;1,2 %;+01;3;1,2 %;-12
DIE LINKE;11;4,4 %;+00;4;1,6 %;-43
BVB / FREIE WÄHLER;15;6,0 %;+33;3;1,2 %;-17
FDP;2;0,8 %;-12;0;0,0 %;-38
Tierschutzpartei;-;-;-;3;1,2 %;-13
Plus;-;-;-;4;1,6 %;+09
BSW;-;-;-;36;14,1 %;+141
III. Weg;-;-;-;2;0,8 %;+08
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;1;0,4 %;+04
WU;-;-;-;2;0,8 %;+08
EB Hoffmann;12;4,8 %;+23;-;-;-
