Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;992;-;-;992;-;-
Wählende;491;49,5 %;-;491;49,5 %;-
Ungültige Stimmen;8;1,6 %;-;6;1,2 %;-
Gültige Stimmen;483;98,4 %;-;485;98,8 %;-
SPD;143;29,6 %;-;125;25,8 %;-
AfD;213;44,1 %;-;196;40,4 %;-
CDU;58;12,0 %;-;45;9,3 %;-
GRÜNE/B 90;8;1,7 %;-;25;5,2 %;-
DIE LINKE;22;4,6 %;-;14;2,9 %;-
BVB / FREIE WÄHLER;35;7,2 %;-;9;1,9 %;-
FDP;4;0,8 %;-;1;0,2 %;-
Tierschutzpartei;-;-;-;12;2,5 %;-
Plus;-;-;-;3;0,6 %;-
BSW;-;-;-;51;10,5 %;-
III. Weg;-;-;-;4;0,8 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
