Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.089;-;-;1.089;-;-
Wählende;509;46,7 %;-;509;46,7 %;-
Ungültige Stimmen;7;1,4 %;-;5;1,0 %;-
Gültige Stimmen;502;98,6 %;-;504;99,0 %;-
SPD;228;45,4 %;-;190;37,7 %;-
AfD;83;16,5 %;-;79;15,7 %;-
CDU;67;13,3 %;-;58;11,5 %;-
GRÜNE/B 90;67;13,3 %;-;90;17,9 %;-
DIE LINKE;25;5,0 %;-;20;4,0 %;-
BVB / FREIE WÄHLER;17;3,4 %;-;4;0,8 %;-
FDP;10;2,0 %;-;6;1,2 %;-
Tierschutzpartei;-;-;-;9;1,8 %;-
Plus;5;1,0 %;-;2;0,4 %;-
BSW;-;-;-;42;8,3 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,2 %;-
DLW;-;-;-;3;0,6 %;-
WU;-;-;-;0;0,0 %;-
EB Müller;0;0,0 %;-;-;-;-
