Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;67;-;-;67;-;-
Wählende;31;46,3 %;-;31;46,3 %;-
Ungültige Stimmen;2;6,5 %;-;2;6,5 %;-
Gültige Stimmen;29;93,5 %;-;29;93,5 %;-
SPD;4;13,8 %;-;5;17,2 %;-
AfD;17;58,6 %;-;16;55,2 %;-
CDU;2;6,9 %;-;2;6,9 %;-
GRÜNE/B 90;1;3,4 %;-;0;0,0 %;-
DIE LINKE;2;6,9 %;-;0;0,0 %;-
BVB / FREIE WÄHLER;3;10,3 %;-;1;3,4 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;5;17,2 %;-
III. Weg;0;0,0 %;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
