Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;122;-;-;122;-;-
Wählende;78;63,9 %;-;78;63,9 %;-
Ungültige Stimmen;0;0,0 %;-;0;0,0 %;-
Gültige Stimmen;78;100,0 %;-;78;100,0 %;-
SPD;25;32,1 %;-;23;29,5 %;-
AfD;33;42,3 %;-;31;39,7 %;-
CDU;12;15,4 %;-;11;14,1 %;-
GRÜNE/B 90;0;0,0 %;-;1;1,3 %;-
DIE LINKE;5;6,4 %;-;5;6,4 %;-
BVB / FREIE WÄHLER;3;3,8 %;-;1;1,3 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;1;1,3 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;4;5,1 %;-
III. Weg;0;0,0 %;-;1;1,3 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
