Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;483;-;-;483;-;-
Ungültige Stimmen;5;1,0 %;-;2;0,4 %;-
Gültige Stimmen;478;99,0 %;-;481;99,6 %;-
SPD;164;34,3 %;-;162;33,7 %;-
AfD;41;8,6 %;-;37;7,7 %;-
CDU;141;29,5 %;-;131;27,2 %;-
GRÜNE/B 90;66;13,8 %;-;64;13,3 %;-
DIE LINKE;21;4,4 %;-;13;2,7 %;-
BVB / FREIE WÄHLER;11;2,3 %;-;3;0,6 %;-
FDP;22;4,6 %;-;11;2,3 %;-
Tierschutzpartei;12;2,5 %;-;4;0,8 %;-
Plus;-;-;-;10;2,1 %;-
BSW;-;-;-;43;8,9 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;3;0,6 %;-
