Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;622;-;-;622;-;-
Ungültige Stimmen;6;1,0 %;-;1;0,2 %;-
Gültige Stimmen;616;99,0 %;-;621;99,8 %;-
SPD;227;36,9 %;-;229;36,9 %;-
AfD;89;14,4 %;-;79;12,7 %;-
CDU;133;21,6 %;-;88;14,2 %;-
GRÜNE/B 90;25;4,1 %;-;46;7,4 %;-
DIE LINKE;44;7,1 %;-;19;3,1 %;-
BVB / FREIE WÄHLER;32;5,2 %;-;14;2,3 %;-
FDP;12;1,9 %;-;6;1,0 %;-
Tierschutzpartei;-;-;-;15;2,4 %;-
Plus;32;5,2 %;-;26;4,2 %;-
BSW;-;-;-;92;14,8 %;-
III. Weg;-;-;-;1;0,2 %;-
DKP;5;0,8 %;-;0;0,0 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;5;0,8 %;-
Demokraten BB;17;2,8 %;-;-;-;-
