Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;563;-;-;563;-;-
Wählende;237;42,1 %;-;237;42,1 %;-
Ungültige Stimmen;6;2,5 %;-;3;1,3 %;-
Gültige Stimmen;231;97,5 %;-;234;98,7 %;-
SPD;76;32,9 %;-;74;31,6 %;-
AfD;78;33,8 %;-;68;29,1 %;-
CDU;44;19,0 %;-;38;16,2 %;-
GRÜNE/B 90;1;0,4 %;-;2;0,9 %;-
DIE LINKE;10;4,3 %;-;9;3,8 %;-
BVB / FREIE WÄHLER;12;5,2 %;-;4;1,7 %;-
FDP;3;1,3 %;-;1;0,4 %;-
Tierschutzpartei;-;-;-;3;1,3 %;-
Plus;-;-;-;2;0,9 %;-
BSW;-;-;-;30;12,8 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;7;3,0 %;-;3;1,3 %;-
WU;-;-;-;0;0,0 %;-
