Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0.0;-;-
Wählende;1.094;-;-;1.094;-;-
Ungültige Stimmen;10;0,9 %;+02;4.0;0,4 %;-01
Gültige Stimmen;1.084;99,1 %;-02;1.09;99,6 %;+01
SPD;349;32,2 %;+122;333.0;30,6 %;+35
AfD;249;23,0 %;+101;203.0;18,6 %;+36
CDU;274;25,3 %;+53;206.0;18,9 %;+11
GRÜNE/B 90;37;3,4 %;-208;55.0;5,0 %;-124
DIE LINKE;83;7,7 %;-56;36.0;3,3 %;-96
BVB / FREIE WÄHLER;57;5,3 %;+09;24.0;2,2 %;-10
FDP;14;1,3 %;-22;10.0;0,9 %;-30
Tierschutzpartei;-;-;-;22.0;2,0 %;+01
Plus;-;-;-04;7.0;0,6 %;-01
BSW;-;-;-;177.0;16,2 %;+162
III. Weg;-;-;-;1.0;0,1 %;+01
DKP;-;-;-;1.0;0,1 %;+01
DLW;21;1,9 %;+19;10.0;0,9 %;+09
WU;-;-;-;5.0;0,5 %;+05
