Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;678;-;-;678;-;-
Wählende;443;65,3 %;+51;443;65,3 %;+51
Ungültige Stimmen;9;2,0 %;+08;2;0,5 %;-07
Gültige Stimmen;434;98,0 %;-08;441;99,5 %;+07
SPD;159;36,6 %;-104;146;33,1 %;-36
AfD;114;26,3 %;+119;110;24,9 %;+84
CDU;117;27,0 %;+92;85;19,3 %;-23
GRÜNE/B 90;2;0,5 %;-34;7;1,6 %;-32
DIE LINKE;12;2,8 %;-39;4;0,9 %;-80
BVB / FREIE WÄHLER;27;6,2 %;-17;13;2,9 %;-26
FDP;3;0,7 %;-17;4;0,9 %;-29
Tierschutzpartei;-;-;-;4;0,9 %;-01
Plus;-;-;-;3;0,7 %;-05
BSW;-;-;-;64;14,5 %;+145
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;1;0,2 %;+02
WU;-;-;-;0;0,0 %;00
