Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;429;-;-;429;-;-
Wählende;252;58,7 %;-;252;58,7 %;-
Ungültige Stimmen;6;2,4 %;-;3;1,2 %;-
Gültige Stimmen;246;97,6 %;-;249;98,8 %;-
SPD;95;38,6 %;-;79;31,7 %;-
AfD;106;43,1 %;-;103;41,4 %;-
CDU;24;9,8 %;-;18;7,2 %;-
GRÜNE/B 90;1;0,4 %;-;1;0,4 %;-
DIE LINKE;6;2,4 %;-;5;2,0 %;-
BVB / FREIE WÄHLER;9;3,7 %;-;5;2,0 %;-
FDP;1;0,4 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;1;0,4 %;-
Plus;1;0,4 %;-;0;0,0 %;-
BSW;-;-;-;34;13,7 %;-
III. Weg;2;0,8 %;-;2;0,8 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,4 %;-
WU;-;-;-;0;0,0 %;-
EB Mießner;1;0,4 %;-;-;-;-
