Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.392;-;-;1.392;-;-
Wählende;599;43,0 %;-;599.0;43,0 %;-
Ungültige Stimmen;10;1,7 %;-;7.0;1,2 %;-
Gültige Stimmen;589;98,3 %;-;592.0;98,8 %;-
SPD;193;32,8 %;-;172.0;29,1 %;-
AfD;224;38,0 %;-;201.0;34,0 %;-
CDU;72;12,2 %;-;42.0;7,1 %;-
GRÜNE/B 90;9;1,5 %;-;21.0;3,5 %;-
DIE LINKE;34;5,8 %;-;11.0;1,9 %;-
BVB / FREIE WÄHLER;39;6,6 %;-;11.0;1,9 %;-
FDP;7;1,2 %;-;1.0;0,2 %;-
Tierschutzpartei;-;-;-;16.0;2,7 %;-
Plus;11;1,9 %;-;6.0;1,0 %;-
BSW;-;-;-;103.0;17,4 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;4.0;0,7 %;-
WU;-;-;-;4.0;0,7 %;-
