Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;602;-;-;602;-;-
Wählende;281;46,7 %;-;281;46,7 %;-
Ungültige Stimmen;7;2,5 %;-;3;1,1 %;-
Gültige Stimmen;274;97,5 %;-;278;98,9 %;-
SPD;80;29,2 %;-;68;24,5 %;-
AfD;127;46,4 %;-;105;37,8 %;-
CDU;31;11,3 %;-;24;8,6 %;-
GRÜNE/B 90;1;0,4 %;-;4;1,4 %;-
DIE LINKE;23;8,4 %;-;20;7,2 %;-
BVB / FREIE WÄHLER;8;2,9 %;-;6;2,2 %;-
FDP;4;1,5 %;-;2;0,7 %;-
Tierschutzpartei;-;-;-;5;1,8 %;-
Plus;-;-;-;3;1,1 %;-
BSW;-;-;-;41;14,7 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
