Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;750;-;-;750;-;-
Wählende;291;38,8 %;-;291;38,8 %;-
Ungültige Stimmen;3;1,0 %;-;3;1,0 %;-
Gültige Stimmen;288;99,0 %;-;288;99,0 %;-
SPD;115;39,9 %;-;115;39,9 %;-
AfD;111;38,5 %;-;108;37,5 %;-
CDU;30;10,4 %;-;27;9,4 %;-
GRÜNE/B 90;1;0,3 %;-;1;0,3 %;-
DIE LINKE;15;5,2 %;-;4;1,4 %;-
BVB / FREIE WÄHLER;5;1,7 %;-;1;0,3 %;-
FDP;1;0,3 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;4;1,4 %;-
Plus;3;1,0 %;-;1;0,3 %;-
BSW;-;-;-;25;8,7 %;-
III. Weg;0;0,0 %;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,3 %;-
WU;-;-;-;1;0,3 %;-
EB Mießner;7;2,4 %;-;-;-;-
