Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;862;-;-;862;-;-
Wählende;462;53,6 %;-;462;53,6 %;-
Ungültige Stimmen;4;0,9 %;-;2;0,4 %;-
Gültige Stimmen;458;99,1 %;-;460;99,6 %;-
SPD;182;39,7 %;-;172;37,4 %;-
AfD;140;30,6 %;-;122;26,5 %;-
CDU;71;15,5 %;-;48;10,4 %;-
GRÜNE/B 90;12;2,6 %;-;20;4,3 %;-
DIE LINKE;15;3,3 %;-;8;1,7 %;-
BVB / FREIE WÄHLER;31;6,8 %;-;14;3,0 %;-
FDP;7;1,5 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;6;1,3 %;-
Plus;-;-;-;6;1,3 %;-
BSW;-;-;-;61;13,3 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,2 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;1;0,2 %;-
