Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0.0;-;-
Wählende;1.030;-;-;1.03;-;-
Ungültige Stimmen;19;1,8 %;+04;5.0;0,5 %;-02
Gültige Stimmen;1.011;98,2 %;-04;1.025;99,5 %;+02
SPD;315;31,2 %;+129;313.0;30,5 %;+61
AfD;345;34,1 %;+86;282.0;27,5 %;+20
CDU;167;16,5 %;-133;120.0;11,7 %;-112
GRÜNE/B 90;15;1,5 %;-17;17.0;1,7 %;-05
DIE LINKE;44;4,4 %;-72;10.0;1,0 %;-80
BVB / FREIE WÄHLER;120;11,9 %;+41;34.0;3,3 %;-46
FDP;5;0,5 %;-34;5.0;0,5 %;-34
Tierschutzpartei;-;-;-;11.0;1,1 %;-26
Plus;-;-;-;7.0;0,7 %;+03
BSW;-;-;-;208.0;20,3 %;+203
III. Weg;-;-;-;4.0;0,4 %;+04
DKP;-;-;-;0.0;0,0 %;00
DLW;-;-;-;9.0;0,9 %;+09
WU;-;-;-;5.0;0,5 %;+05
