Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;956;-;-;956;-;-
Wählende;542;56,7 %;-;542;56,7 %;-
Ungültige Stimmen;7;1,3 %;-;6;1,1 %;-
Gültige Stimmen;535;98,7 %;-;536;98,9 %;-
SPD;217;40,6 %;-;189;35,3 %;-
AfD;150;28,0 %;-;147;27,4 %;-
CDU;99;18,5 %;-;71;13,2 %;-
GRÜNE/B 90;11;2,1 %;-;13;2,4 %;-
DIE LINKE;18;3,4 %;-;15;2,8 %;-
BVB / FREIE WÄHLER;22;4,1 %;-;15;2,8 %;-
FDP;4;0,7 %;-;4;0,7 %;-
Tierschutzpartei;-;-;-;14;2,6 %;-
Plus;12;2,2 %;-;8;1,5 %;-
BSW;-;-;-;55;10,3 %;-
III. Weg;2;0,4 %;-;1;0,2 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;4;0,7 %;-
WU;-;-;-;0;0,0 %;-
