Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;214;-;-;214;-;-
Wählende;124;57,9 %;-;124;57,9 %;-
Ungültige Stimmen;1;0,8 %;-;1;0,8 %;-
Gültige Stimmen;123;99,2 %;-;123;99,2 %;-
SPD;30;24,4 %;-;27;22,0 %;-
AfD;54;43,9 %;-;48;39,0 %;-
CDU;20;16,3 %;-;12;9,8 %;-
GRÜNE/B 90;1;0,8 %;-;3;2,4 %;-
DIE LINKE;10;8,1 %;-;4;3,3 %;-
BVB / FREIE WÄHLER;6;4,9 %;-;4;3,3 %;-
FDP;2;1,6 %;-;1;0,8 %;-
Tierschutzpartei;-;-;-;4;3,3 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;18;14,6 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;0;0,0 %;-;0;0,0 %;-
WU;-;-;-;2;1,6 %;-
