Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;128;-;-;128;-;-
Wählende;74;57,8 %;-;74;57,8 %;-
Ungültige Stimmen;3;4,1 %;-;3;4,1 %;-
Gültige Stimmen;71;95,9 %;-;71;95,9 %;-
SPD;37;52,1 %;-;29;40,8 %;-
AfD;15;21,1 %;-;17;23,9 %;-
CDU;12;16,9 %;-;9;12,7 %;-
GRÜNE/B 90;3;4,2 %;-;10;14,1 %;-
DIE LINKE;2;2,8 %;-;1;1,4 %;-
BVB / FREIE WÄHLER;2;2,8 %;-;0;0,0 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;1;1,4 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;4;5,6 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
