Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;275;-;-;275;-;-
Wählende;210;76,4 %;-;210;76,4 %;-
Ungültige Stimmen;4;1,9 %;-;4;1,9 %;-
Gültige Stimmen;206;98,1 %;-;206;98,1 %;-
SPD;46;22,3 %;-;40;19,4 %;-
AfD;117;56,8 %;-;110;53,4 %;-
CDU;23;11,2 %;-;14;6,8 %;-
GRÜNE/B 90;0;0,0 %;-;0;0,0 %;-
DIE LINKE;1;0,5 %;-;0;0,0 %;-
BVB / FREIE WÄHLER;10;4,9 %;-;6;2,9 %;-
FDP;4;1,9 %;-;1;0,5 %;-
Tierschutzpartei;-;-;-;2;1,0 %;-
Plus;1;0,5 %;-;0;0,0 %;-
BSW;-;-;-;29;14,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;1,0 %;-
WU;-;-;-;2;1,0 %;-
EB Gliese;4;1,9 %;-;-;-;-
