Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;101;-;-;101;-;-
Wählende;75;74,3 %;+248;75;74,3 %;+248
Ungültige Stimmen;1;1,3 %;-01;0;0,0 %;-29
Gültige Stimmen;74;98,7 %;+01;75;100,0 %;+29
SPD;22;29,7 %;-55;19;25,3 %;-90
AfD;40;54,1 %;+265;37;49,3 %;+224
CDU;5;6,8 %;-53;4;5,3 %;-45
GRÜNE/B 90;0;0,0 %;-82;1;1,3 %;-85
DIE LINKE;3;4,1 %;-13;3;4,0 %;-34
BVB / FREIE WÄHLER;0;0,0 %;-106;1;1,3 %;-70
FDP;0;0,0 %;-10;0;0,0 %;-05
Tierschutzpartei;-;-;-;1;1,3 %;-11
Plus;0;0,0 %;00;0;0,0 %;-05
BSW;-;-;-;8;10,7 %;+107
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;1;1,3 %;+13
DLW;4;5,4 %;+54;0;0,0 %;00
WU;-;-;-;0;0,0 %;00
