Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.174;-;-;1.174;-;-
Wählende;516;44,0 %;-;516.0;44,0 %;-
Ungültige Stimmen;9;1,7 %;-;5.0;1,0 %;-
Gültige Stimmen;507;98,3 %;-;511.0;99,0 %;-
SPD;159;31,4 %;-;129.0;25,2 %;-
AfD;197;38,9 %;-;197.0;38,6 %;-
CDU;86;17,0 %;-;69.0;13,5 %;-
GRÜNE/B 90;5;1,0 %;-;11.0;2,2 %;-
DIE LINKE;17;3,4 %;-;10.0;2,0 %;-
BVB / FREIE WÄHLER;28;5,5 %;-;14.0;2,7 %;-
FDP;9;1,8 %;-;3.0;0,6 %;-
Tierschutzpartei;-;-;-;9.0;1,8 %;-
Plus;4;0,8 %;-;5.0;1,0 %;-
BSW;-;-;-;60.0;11,7 %;-
III. Weg;2;0,4 %;-;2.0;0,4 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;1.0;0,2 %;-
WU;-;-;-;1.0;0,2 %;-
