Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;51;-;-;51;-;-
Wählende;30;58,8 %;-;30;58,8 %;-
Ungültige Stimmen;0;0,0 %;-;0;0,0 %;-
Gültige Stimmen;30;100,0 %;-;30;100,0 %;-
SPD;10;33,3 %;-;10;33,3 %;-
AfD;14;46,7 %;-;13;43,3 %;-
CDU;4;13,3 %;-;3;10,0 %;-
GRÜNE/B 90;0;0,0 %;-;1;3,3 %;-
DIE LINKE;1;3,3 %;-;1;3,3 %;-
BVB / FREIE WÄHLER;1;3,3 %;-;1;3,3 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;1;3,3 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;0;0,0 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;0;0,0 %;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
