Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;760;-;-;760;-;-
Ungültige Stimmen;10;1,3 %;-;3;0,4 %;-
Gültige Stimmen;750;98,7 %;-;757;99,6 %;-
SPD;242;32,3 %;-;221;29,2 %;-
AfD;152;20,3 %;-;136;18,0 %;-
CDU;170;22,7 %;-;114;15,1 %;-
GRÜNE/B 90;34;4,5 %;-;40;5,3 %;-
DIE LINKE;31;4,1 %;-;20;2,6 %;-
BVB / FREIE WÄHLER;83;11,1 %;-;33;4,4 %;-
FDP;7;0,9 %;-;4;0,5 %;-
Tierschutzpartei;-;-;-;19;2,5 %;-
Plus;31;4,1 %;-;16;2,1 %;-
BSW;-;-;-;145;19,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;6;0,8 %;-
WU;-;-;-;3;0,4 %;-
