Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;91;-;-;91;-;-
Wählende;62;68,1 %;-;62;68,1 %;-
Ungültige Stimmen;0;0,0 %;-;0;0,0 %;-
Gültige Stimmen;62;100,0 %;-;62;100,0 %;-
SPD;23;37,1 %;-;13;21,0 %;-
AfD;28;45,2 %;-;30;48,4 %;-
CDU;1;1,6 %;-;2;3,2 %;-
GRÜNE/B 90;0;0,0 %;-;0;0,0 %;-
DIE LINKE;5;8,1 %;-;2;3,2 %;-
BVB / FREIE WÄHLER;3;4,8 %;-;2;3,2 %;-
FDP;1;1,6 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;3;4,8 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;10;16,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
Die PARTEI;1;1,6 %;-;-;-;-
