Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;52.862;-;-;52.862;-;-
Wählende;39.561;74,8 %;+134;39.561;74,8 %;+134
Ungültige Stimmen;473;1,2 %;+02;282;0,7 %;-03
Gültige Stimmen;39.088;98,8 %;-02;39.279;99,3 %;+03
SPD;9.437;24,1 %;+24;11.218;28,6 %;+73
AfD;10.289;26,3 %;+94;9.658;24,6 %;+52
CDU;4.865;12,4 %;+21;4.083;10,4 %;-10
GRÜNE/B 90;1.359;3,5 %;-45;1.629;4,1 %;-69
DIE LINKE;2.997;7,7 %;-76;1.584;4,0 %;-105
BVB / FREIE WÄHLER;9.357;23,9 %;-00;3.461;8,8 %;-67
FDP;337;0,9 %;-11;278;0,7 %;-19
Tierschutzpartei;-;-;-;822;2,1 %;-04
Plus;-;-;-;494;1,3 %;-03
BSW;-;-;-;5.810;14,8 %;+148
III. Weg;-;-;-;37;0,1 %;+01
DKP;-;-;-;30;0,1 %;+01
DLW;-;-;-;83;0,2 %;+02
WU;-;-;-;92;0,2 %;+02
dieBasis;193;0,5 %;+05;-;-;-
EB Link;254;0,6 %;+06;-;-;-
