Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;728;-;-;728;-;-
Wählende;267;36,7 %;-;267;36,7 %;-
Ungültige Stimmen;4;1,5 %;-;4;1,5 %;-
Gültige Stimmen;263;98,5 %;-;263;98,5 %;-
SPD;84;31,9 %;-;80;30,4 %;-
AfD;105;39,9 %;-;91;34,6 %;-
CDU;42;16,0 %;-;33;12,5 %;-
GRÜNE/B 90;4;1,5 %;-;5;1,9 %;-
DIE LINKE;7;2,7 %;-;4;1,5 %;-
BVB / FREIE WÄHLER;18;6,8 %;-;9;3,4 %;-
FDP;3;1,1 %;-;2;0,8 %;-
Tierschutzpartei;-;-;-;4;1,5 %;-
Plus;-;-;-;1;0,4 %;-
BSW;-;-;-;33;12,5 %;-
III. Weg;-;-;-;1;0,4 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
