Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;901;-;-;901;-;-
Wählende;420;46,6 %;-;420;46,6 %;-
Ungültige Stimmen;6;1,4 %;-;5;1,2 %;-
Gültige Stimmen;414;98,6 %;-;415;98,8 %;-
SPD;148;35,7 %;-;100;24,1 %;-
AfD;98;23,7 %;-;92;22,2 %;-
CDU;29;7,0 %;-;22;5,3 %;-
GRÜNE/B 90;20;4,8 %;-;49;11,8 %;-
DIE LINKE;88;21,3 %;-;61;14,7 %;-
BVB / FREIE WÄHLER;16;3,9 %;-;9;2,2 %;-
FDP;12;2,9 %;-;5;1,2 %;-
Tierschutzpartei;-;-;-;14;3,4 %;-
Plus;-;-;-;8;1,9 %;-
BSW;-;-;-;52;12,5 %;-
III. Weg;-;-;-;1;0,2 %;-
DKP;-;-;-;1;0,2 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;0;0,0 %;-
dieBasis;3;0,7 %;-;-;-;-
