Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;378;-;-;378;-;-
Ungültige Stimmen;5;1,3 %;-;2;0,5 %;-
Gültige Stimmen;373;98,7 %;-;376;99,5 %;-
SPD;118;31,6 %;-;110;29,3 %;-
AfD;75;20,1 %;-;62;16,5 %;-
CDU;80;21,4 %;-;59;15,7 %;-
GRÜNE/B 90;24;6,4 %;-;34;9,0 %;-
DIE LINKE;20;5,4 %;-;5;1,3 %;-
BVB / FREIE WÄHLER;51;13,7 %;-;24;6,4 %;-
FDP;5;1,3 %;-;2;0,5 %;-
Tierschutzpartei;-;-;-;11;2,9 %;-
Plus;-;-;-;2;0,5 %;-
BSW;-;-;-;66;17,6 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,3 %;-
WU;-;-;-;0;0,0 %;-
