Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;215;-;-;215;-;-
Wählende;119;55,3 %;+103;119;55,3 %;+103
Ungültige Stimmen;1;0,8 %;-13;0;0,0 %;-15
Gültige Stimmen;118;99,2 %;+13;119;100,0 %;+15
SPD;43;36,4 %;+160;35;29,4 %;+98
AfD;43;36,4 %;+14;41;34,5 %;-24
CDU;16;13,6 %;-44;7;5,9 %;-120
GRÜNE/B 90;1;0,8 %;-38;1;0,8 %;-26
DIE LINKE;3;2,5 %;-62;1;0,8 %;-74
BVB / FREIE WÄHLER;7;5,9 %;-17;6;5,0 %;-13
FDP;1;0,8 %;-18;3;2,5 %;-12
Tierschutzpartei;4;3,4 %;+34;2;1,7 %;-16
Plus;-;-;-;2;1,7 %;+10
BSW;-;-;-;21;17,6 %;+176
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;0;0,0 %;00
WU;-;-;-;0;0,0 %;00
