Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;15.176;-;-;15.176;-;-
Wählende;10.918;71,9 %;+88;10.918;71,9 %;+88
Ungültige Stimmen;112;1,0 %;-03;57.0;0,5 %;-09
Gültige Stimmen;10.806;99,0 %;+03;10.861;99,5 %;+09
SPD;3.415;31,6 %;+117;3.239;29,8 %;+81
AfD;3.143;29,1 %;+90;2.824;26,0 %;+46
CDU;1.701;15,7 %;-25;1.281;11,8 %;-27
GRÜNE/B 90;338;3,1 %;-79;402.0;3,7 %;-85
DIE LINKE;763;7,1 %;-109;345.0;3,2 %;-128
BVB / FREIE WÄHLER;1.070;9,9 %;+09;347.0;3,2 %;-30
FDP;169;1,6 %;-22;84.0;0,8 %;-35
Tierschutzpartei;-;-;-;206.0;1,9 %;-06
Plus;207;1,9 %;+19;98.0;0,9 %;-01
BSW;-;-;-;1.965;18,1 %;+181
III. Weg;-;-;-;7.0;0,1 %;+01
DKP;-;-;-;9.0;0,1 %;+01
DLW;-;-;-;28.0;0,3 %;+03
WU;-;-;-;26.0;0,2 %;+02
