Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;134;-;-;134;-;-
Wählende;88;65,7 %;-;88;65,7 %;-
Ungültige Stimmen;1;1,1 %;-;0;0,0 %;-
Gültige Stimmen;87;98,9 %;-;88;100,0 %;-
SPD;37;42,5 %;-;33;37,5 %;-
AfD;16;18,4 %;-;15;17,0 %;-
CDU;15;17,2 %;-;11;12,5 %;-
GRÜNE/B 90;3;3,4 %;-;5;5,7 %;-
DIE LINKE;3;3,4 %;-;2;2,3 %;-
BVB / FREIE WÄHLER;8;9,2 %;-;1;1,1 %;-
FDP;5;5,7 %;-;2;2,3 %;-
Tierschutzpartei;-;-;-;1;1,1 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;16;18,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;2,3 %;-
WU;-;-;-;0;0,0 %;-
