Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;679;-;-;679;-;-
Wählende;276;40,6 %;-;276;40,6 %;-
Ungültige Stimmen;3;1,1 %;-;1;0,4 %;-
Gültige Stimmen;273;98,9 %;-;275;99,6 %;-
SPD;108;39,6 %;-;82;29,8 %;-
AfD;101;37,0 %;-;98;35,6 %;-
CDU;22;8,1 %;-;17;6,2 %;-
GRÜNE/B 90;0;0,0 %;-;5;1,8 %;-
DIE LINKE;15;5,5 %;-;8;2,9 %;-
BVB / FREIE WÄHLER;8;2,9 %;-;5;1,8 %;-
FDP;3;1,1 %;-;2;0,7 %;-
Tierschutzpartei;-;-;-;7;2,5 %;-
Plus;16;5,9 %;-;8;2,9 %;-
BSW;-;-;-;42;15,3 %;-
III. Weg;-;-;-;1;0,4 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
