Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;877;-;-;877;-;-
Ungültige Stimmen;10;1,1 %;-;1;0,1 %;-
Gültige Stimmen;867;98,9 %;-;876;99,9 %;-
SPD;256;29,5 %;-;267;30,5 %;-
AfD;217;25,0 %;-;181;20,7 %;-
CDU;149;17,2 %;-;141;16,1 %;-
GRÜNE/B 90;19;2,2 %;-;16;1,8 %;-
DIE LINKE;51;5,9 %;-;23;2,6 %;-
BVB / FREIE WÄHLER;89;10,3 %;-;24;2,7 %;-
FDP;14;1,6 %;-;4;0,5 %;-
Tierschutzpartei;-;-;-;13;1,5 %;-
Plus;-;-;-;4;0,5 %;-
BSW;-;-;-;173;19,7 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;72;8,3 %;-;28;3,2 %;-
WU;-;-;-;2;0,2 %;-
