Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.727;-;-;1.727;-;-
Wählende;1.026;59,4 %;+57;1.026;59,4 %;+57
Ungültige Stimmen;6;0,6 %;-06;7.0;0,7 %;-05
Gültige Stimmen;1.020;99,4 %;+06;1.019;99,3 %;+05
SPD;331;32,5 %;+100;309.0;30,3 %;+51
AfD;398;39,0 %;+127;360.0;35,3 %;+89
CDU;140;13,7 %;-22;91.0;8,9 %;-46
GRÜNE/B 90;14;1,4 %;-88;27.0;2,6 %;-66
DIE LINKE;34;3,3 %;-60;20.0;2,0 %;-51
BVB / FREIE WÄHLER;82;8,0 %;-23;36.0;3,5 %;-38
FDP;14;1,4 %;-31;6.0;0,6 %;-49
Tierschutzpartei;-;-;-;25.0;2,5 %;-16
Plus;-;-;-;6.0;0,6 %;-07
BSW;-;-;-;119.0;11,7 %;+117
III. Weg;-;-;-;0.0;0,0 %;00
DKP;7;0,7 %;+07;1.0;0,1 %;+01
DLW;-;-;-;16.0;1,6 %;+16
WU;-;-;-;3.0;0,3 %;+03
