Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;557;-;-;557;-;-
Wählende;267;47,9 %;-;267;47,9 %;-
Ungültige Stimmen;0;0,0 %;-;0;0,0 %;-
Gültige Stimmen;267;100,0 %;-;267;100,0 %;-
SPD;68;25,5 %;-;61;22,8 %;-
AfD;132;49,4 %;-;121;45,3 %;-
CDU;28;10,5 %;-;16;6,0 %;-
GRÜNE/B 90;6;2,2 %;-;6;2,2 %;-
DIE LINKE;17;6,4 %;-;8;3,0 %;-
BVB / FREIE WÄHLER;11;4,1 %;-;6;2,2 %;-
FDP;5;1,9 %;-;6;2,2 %;-
Tierschutzpartei;-;-;-;2;0,7 %;-
Plus;-;-;-;2;0,7 %;-
BSW;-;-;-;38;14,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,4 %;-
WU;-;-;-;0;0,0 %;-
