Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;774;-;-;774;-;-
Wählende;456;58,9 %;-;456;58,9 %;-
Ungültige Stimmen;6;1,3 %;-;5;1,1 %;-
Gültige Stimmen;450;98,7 %;-;451;98,9 %;-
SPD;140;31,1 %;-;148;32,8 %;-
AfD;181;40,2 %;-;168;37,3 %;-
CDU;80;17,8 %;-;44;9,8 %;-
GRÜNE/B 90;5;1,1 %;-;11;2,4 %;-
DIE LINKE;6;1,3 %;-;5;1,1 %;-
BVB / FREIE WÄHLER;13;2,9 %;-;19;4,2 %;-
FDP;3;0,7 %;-;1;0,2 %;-
Tierschutzpartei;13;2,9 %;-;5;1,1 %;-
Plus;-;-;-;3;0,7 %;-
BSW;-;-;-;44;9,8 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;9;2,0 %;-;2;0,4 %;-
WU;-;-;-;1;0,2 %;-
