Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;668;-;-;668;-;-
Wählende;331;49,6 %;-;331;49,6 %;-
Ungültige Stimmen;1;0,3 %;-;1;0,3 %;-
Gültige Stimmen;330;99,7 %;-;330;99,7 %;-
SPD;107;32,4 %;-;98;29,7 %;-
AfD;135;40,9 %;-;130;39,4 %;-
CDU;49;14,8 %;-;34;10,3 %;-
GRÜNE/B 90;4;1,2 %;-;13;3,9 %;-
DIE LINKE;10;3,0 %;-;4;1,2 %;-
BVB / FREIE WÄHLER;22;6,7 %;-;8;2,4 %;-
FDP;3;0,9 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;6;1,8 %;-
Plus;-;-;-;2;0,6 %;-
BSW;-;-;-;29;8,8 %;-
III. Weg;-;-;-;3;0,9 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,3 %;-
WU;-;-;-;2;0,6 %;-
