Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;726;-;-;726;-;-
Wählende;390;53,7 %;-;390;53,7 %;-
Ungültige Stimmen;3;0,8 %;-;2;0,5 %;-
Gültige Stimmen;387;99,2 %;-;388;99,5 %;-
SPD;73;18,9 %;-;98;25,3 %;-
AfD;124;32,0 %;-;138;35,6 %;-
CDU;159;41,1 %;-;64;16,5 %;-
GRÜNE/B 90;4;1,0 %;-;13;3,4 %;-
DIE LINKE;8;2,1 %;-;8;2,1 %;-
BVB / FREIE WÄHLER;14;3,6 %;-;4;1,0 %;-
FDP;5;1,3 %;-;4;1,0 %;-
Tierschutzpartei;-;-;-;14;3,6 %;-
Plus;-;-;-;3;0,8 %;-
BSW;-;-;-;40;10,3 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,3 %;-
DLW;-;-;-;1;0,3 %;-
WU;-;-;-;0;0,0 %;-
