Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;720;-;-;720;-;-
Wählende;323;44,9 %;-;323;44,9 %;-
Ungültige Stimmen;2;0,6 %;-;1;0,3 %;-
Gültige Stimmen;321;99,4 %;-;322;99,7 %;-
SPD;122;38,0 %;-;98;30,4 %;-
AfD;95;29,6 %;-;86;26,7 %;-
CDU;52;16,2 %;-;38;11,8 %;-
GRÜNE/B 90;30;9,3 %;-;49;15,2 %;-
DIE LINKE;7;2,2 %;-;3;0,9 %;-
BVB / FREIE WÄHLER;12;3,7 %;-;3;0,9 %;-
FDP;3;0,9 %;-;5;1,6 %;-
Tierschutzpartei;-;-;-;6;1,9 %;-
Plus;-;-;-;6;1,9 %;-
BSW;-;-;-;25;7,8 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,3 %;-
DLW;-;-;-;2;0,6 %;-
WU;-;-;-;0;0,0 %;-
