Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.103;-;-;1.103;-;-
Wählende;562;51,0 %;-;562.0;51,0 %;-
Ungültige Stimmen;10;1,8 %;-;8.0;1,4 %;-
Gültige Stimmen;552;98,2 %;-;554.0;98,6 %;-
SPD;275;49,8 %;-;231.0;41,7 %;-
AfD;126;22,8 %;-;117.0;21,1 %;-
CDU;48;8,7 %;-;40.0;7,2 %;-
GRÜNE/B 90;17;3,1 %;-;27.0;4,9 %;-
DIE LINKE;44;8,0 %;-;30.0;5,4 %;-
BVB / FREIE WÄHLER;27;4,9 %;-;9.0;1,6 %;-
FDP;7;1,3 %;-;3.0;0,5 %;-
Tierschutzpartei;-;-;-;13.0;2,3 %;-
Plus;8;1,4 %;-;2.0;0,4 %;-
BSW;-;-;-;79.0;14,3 %;-
III. Weg;-;-;-;1.0;0,2 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;2.0;0,4 %;-
WU;-;-;-;0.0;0,0 %;-
