Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0.0;-;-
Wählende;1.222;-;-;1.222;-;-
Ungültige Stimmen;11;0,9 %;-;10.0;0,8 %;-
Gültige Stimmen;1.211;99,1 %;-;1.212;99,2 %;-
SPD;386;31,9 %;-;409.0;33,7 %;-
AfD;166;13,7 %;-;150.0;12,4 %;-
CDU;394;32,5 %;-;313.0;25,8 %;-
GRÜNE/B 90;105;8,7 %;-;91.0;7,5 %;-
DIE LINKE;34;2,8 %;-;25.0;2,1 %;-
BVB / FREIE WÄHLER;68;5,6 %;-;11.0;0,9 %;-
FDP;26;2,1 %;-;26.0;2,1 %;-
Tierschutzpartei;-;-;-;25.0;2,1 %;-
Plus;32;2,6 %;-;15.0;1,2 %;-
BSW;-;-;-;138.0;11,4 %;-
III. Weg;-;-;-;1.0;0,1 %;-
DKP;-;-;-;1.0;0,1 %;-
DLW;-;-;-;2.0;0,2 %;-
WU;-;-;-;5.0;0,4 %;-
