Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.050;-;-;1.05;-;-
Wählende;481;45,8 %;-;481.0;45,8 %;-
Ungültige Stimmen;6;1,2 %;-;5.0;1,0 %;-
Gültige Stimmen;475;98,8 %;-;476.0;99,0 %;-
SPD;154;32,4 %;-;133.0;27,9 %;-
AfD;179;37,7 %;-;174.0;36,6 %;-
CDU;50;10,5 %;-;40.0;8,4 %;-
GRÜNE/B 90;2;0,4 %;-;10.0;2,1 %;-
DIE LINKE;52;10,9 %;-;38.0;8,0 %;-
BVB / FREIE WÄHLER;30;6,3 %;-;13.0;2,7 %;-
FDP;4;0,8 %;-;3.0;0,6 %;-
Tierschutzpartei;-;-;-;12.0;2,5 %;-
Plus;-;-;-;4.0;0,8 %;-
BSW;-;-;-;42.0;8,8 %;-
III. Weg;4;0,8 %;-;2.0;0,4 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;5.0;1,1 %;-
WU;-;-;-;0.0;0,0 %;-
