Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;826;-;-;826;-;-
Wählende;460;55,7 %;-;460;55,7 %;-
Ungültige Stimmen;3;0,7 %;-;0;0,0 %;-
Gültige Stimmen;457;99,3 %;-;460;100,0 %;-
SPD;141;30,9 %;-;132;28,7 %;-
AfD;214;46,8 %;-;205;44,6 %;-
CDU;61;13,3 %;-;44;9,6 %;-
GRÜNE/B 90;5;1,1 %;-;6;1,3 %;-
DIE LINKE;14;3,1 %;-;7;1,5 %;-
BVB / FREIE WÄHLER;15;3,3 %;-;8;1,7 %;-
FDP;7;1,5 %;-;3;0,7 %;-
Tierschutzpartei;-;-;-;7;1,5 %;-
Plus;-;-;-;1;0,2 %;-
BSW;-;-;-;44;9,6 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;0;0,0 %;-;0;0,0 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;2;0,4 %;-
