Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0.0;-;-
Wählende;1.004;-;-;1.004;-;-
Ungültige Stimmen;14;1,4 %;-;3.0;0,3 %;-
Gültige Stimmen;990;98,6 %;-;1.001;99,7 %;-
SPD;356;36,0 %;-;328.0;32,8 %;-
AfD;186;18,8 %;-;151.0;15,1 %;-
CDU;228;23,0 %;-;190.0;19,0 %;-
GRÜNE/B 90;25;2,5 %;-;38.0;3,8 %;-
DIE LINKE;74;7,5 %;-;27.0;2,7 %;-
BVB / FREIE WÄHLER;106;10,7 %;-;33.0;3,3 %;-
FDP;10;1,0 %;-;14.0;1,4 %;-
Tierschutzpartei;-;-;-;24.0;2,4 %;-
Plus;-;-;-;10.0;1,0 %;-
BSW;-;-;-;177.0;17,7 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;5;0,5 %;-;2.0;0,2 %;-
DLW;-;-;-;2.0;0,2 %;-
WU;-;-;-;5.0;0,5 %;-
