Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;206;-;-;206;-;-
Wählende;114;55,3 %;-;114;55,3 %;-
Ungültige Stimmen;3;2,6 %;-;0;0,0 %;-
Gültige Stimmen;111;97,4 %;-;114;100,0 %;-
SPD;21;18,9 %;-;20;17,5 %;-
AfD;53;47,7 %;-;53;46,5 %;-
CDU;16;14,4 %;-;14;12,3 %;-
GRÜNE/B 90;2;1,8 %;-;3;2,6 %;-
DIE LINKE;8;7,2 %;-;2;1,8 %;-
BVB / FREIE WÄHLER;9;8,1 %;-;0;0,0 %;-
FDP;2;1,8 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;5;4,4 %;-
Plus;-;-;-;1;0,9 %;-
BSW;-;-;-;16;14,0 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
