Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;644;-;-;644;-;-
Wählende;297;46,1 %;-;297;46,1 %;-
Ungültige Stimmen;6;2,0 %;-;3;1,0 %;-
Gültige Stimmen;291;98,0 %;-;294;99,0 %;-
SPD;104;35,7 %;-;96;32,7 %;-
AfD;146;50,2 %;-;130;44,2 %;-
CDU;20;6,9 %;-;15;5,1 %;-
GRÜNE/B 90;1;0,3 %;-;5;1,7 %;-
DIE LINKE;9;3,1 %;-;6;2,0 %;-
BVB / FREIE WÄHLER;7;2,4 %;-;4;1,4 %;-
FDP;3;1,0 %;-;1;0,3 %;-
Tierschutzpartei;-;-;-;1;0,3 %;-
Plus;-;-;-;2;0,7 %;-
BSW;-;-;-;32;10,9 %;-
III. Weg;1;0,3 %;-;1;0,3 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;1;0,3 %;-
