Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;599;-;-;599;-;-
Ungültige Stimmen;3;0,5 %;-;1;0,2 %;-
Gültige Stimmen;596;99,5 %;-;598;99,8 %;-
SPD;226;37,9 %;-;213;35,6 %;-
AfD;55;9,2 %;-;52;8,7 %;-
CDU;83;13,9 %;-;82;13,7 %;-
GRÜNE/B 90;141;23,7 %;-;96;16,1 %;-
DIE LINKE;42;7,0 %;-;39;6,5 %;-
BVB / FREIE WÄHLER;23;3,9 %;-;7;1,2 %;-
FDP;11;1,8 %;-;6;1,0 %;-
Tierschutzpartei;15;2,5 %;-;15;2,5 %;-
Plus;-;-;-;26;4,3 %;-
BSW;-;-;-;61;10,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;0;0,0 %;-
