Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.012;-;-;1.012;-;-
Wählende;417;41,2 %;-;417;41,2 %;-
Ungültige Stimmen;11;2,6 %;-;8;1,9 %;-
Gültige Stimmen;406;97,4 %;-;409;98,1 %;-
SPD;162;39,9 %;-;128;31,3 %;-
AfD;152;37,4 %;-;137;33,5 %;-
CDU;52;12,8 %;-;47;11,5 %;-
GRÜNE/B 90;4;1,0 %;-;25;6,1 %;-
DIE LINKE;20;4,9 %;-;13;3,2 %;-
BVB / FREIE WÄHLER;7;1,7 %;-;5;1,2 %;-
FDP;4;1,0 %;-;1;0,2 %;-
Tierschutzpartei;-;-;-;5;1,2 %;-
Plus;4;1,0 %;-;5;1,2 %;-
BSW;-;-;-;42;10,3 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;0;0,0 %;-
EB Müller;1;0,2 %;-;-;-;-
