Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;9.856;-;-;9.856;-;-
Wählende;7.592;77,0 %;+123;7.592;77,0 %;+123
Ungültige Stimmen;56;0,7 %;-06;35.0;0,5 %;-06
Gültige Stimmen;7.536;99,3 %;+06;7.557;99,5 %;+06
SPD;2.589;34,4 %;+76;2.42;32,0 %;+53
AfD;2.240;29,7 %;+74;2.084;27,6 %;+57
CDU;1.501;19,9 %;-09;1.274;16,9 %;-22
GRÜNE/B 90;190;2,5 %;-103;337.0;4,5 %;-78
DIE LINKE;233;3,1 %;-35;131.0;1,7 %;-45
BVB / FREIE WÄHLER;589;7,8 %;+10;204.0;2,7 %;-14
FDP;74;1,0 %;-27;72.0;1,0 %;-34
Tierschutzpartei;-;-;-;165.0;2,2 %;-15
Plus;120;1,6 %;+16;73.0;1,0 %;-05
BSW;-;-;-;747.0;9,9 %;+99
III. Weg;-;-;-;9.0;0,1 %;+01
DKP;-;-;-;2.0;0,0 %;+00
DLW;-;-;-;22.0;0,3 %;+03
WU;-;-;-;17.0;0,2 %;+02
