Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;8.890;-;-;8.89;-;-
Wählende;6.489;73,0 %;+87;6.489;73,0 %;+87
Ungültige Stimmen;105;1,6 %;+02;58.0;0,9 %;-05
Gültige Stimmen;6.384;98,4 %;-02;6.431;99,1 %;+05
SPD;2.785;43,6 %;+18;2.226;34,6 %;+18
AfD;1.690;26,5 %;+92;1.497;23,3 %;+45
CDU;961;15,1 %;+21;699.0;10,9 %;-29
GRÜNE/B 90;163;2,6 %;-80;395.0;6,1 %;-63
DIE LINKE;319;5,0 %;-43;179.0;2,8 %;-80
BVB / FREIE WÄHLER;393;6,2 %;+13;145.0;2,3 %;-17
FDP;73;1,1 %;-21;43.0;0,7 %;-34
Tierschutzpartei;-;-;-;139.0;2,2 %;+00
Plus;-;-;-;35.0;0,5 %;-03
BSW;-;-;-;993.0;15,4 %;+154
III. Weg;-;-;-;12.0;0,2 %;+02
DKP;-;-;-;10.0;0,2 %;+02
DLW;-;-;-;37.0;0,6 %;+06
WU;-;-;-;21.0;0,3 %;+03
