Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;489;-;-;489;-;-
Wählende;299;61,1 %;+159;299;61,1 %;+159
Ungültige Stimmen;1;0,3 %;-11;1;0,3 %;-11
Gültige Stimmen;298;99,7 %;+11;298;99,7 %;+11
SPD;68;22,8 %;+52;65;21,8 %;+07
AfD;155;52,0 %;+191;149;50,0 %;+167
CDU;37;12,4 %;-130;26;8,7 %;-111
GRÜNE/B 90;2;0,7 %;-38;0;0,0 %;-44
DIE LINKE;8;2,7 %;-77;4;1,3 %;-83
BVB / FREIE WÄHLER;23;7,7 %;+18;9;3,0 %;-08
FDP;5;1,7 %;-16;2;0,7 %;-31
Tierschutzpartei;-;-;-;4;1,3 %;-12
Plus;-;-;-;2;0,7 %;-05
BSW;-;-;-;34;11,4 %;+114
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;3;1,0 %;+10
WU;-;-;-;0;0,0 %;00
