Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0.0;-;-
Wählende;1.031;-;-;1.031;-;-
Ungültige Stimmen;18;1,7 %;-;5.0;0,5 %;-
Gültige Stimmen;1.013;98,3 %;-;1.026;99,5 %;-
SPD;380;37,5 %;-;355.0;34,6 %;-
AfD;132;13,0 %;-;118.0;11,5 %;-
CDU;252;24,9 %;-;205.0;20,0 %;-
GRÜNE/B 90;115;11,4 %;-;99.0;9,6 %;-
DIE LINKE;45;4,4 %;-;28.0;2,7 %;-
BVB / FREIE WÄHLER;40;3,9 %;-;12.0;1,2 %;-
FDP;17;1,7 %;-;12.0;1,2 %;-
Tierschutzpartei;-;-;-;28.0;2,7 %;-
Plus;32;3,2 %;-;17.0;1,7 %;-
BSW;-;-;-;149.0;14,5 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;1.0;0,1 %;-
WU;-;-;-;2.0;0,2 %;-
