Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;181;-;-;181;-;-
Wählende;110;60,8 %;-;110;60,8 %;-
Ungültige Stimmen;1;0,9 %;-;3;2,7 %;-
Gültige Stimmen;109;99,1 %;-;107;97,3 %;-
SPD;32;29,4 %;-;21;19,6 %;-
AfD;45;41,3 %;-;43;40,2 %;-
CDU;11;10,1 %;-;13;12,1 %;-
GRÜNE/B 90;2;1,8 %;-;5;4,7 %;-
DIE LINKE;6;5,5 %;-;2;1,9 %;-
BVB / FREIE WÄHLER;9;8,3 %;-;3;2,8 %;-
FDP;2;1,8 %;-;1;0,9 %;-
Tierschutzpartei;-;-;-;4;3,7 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;13;12,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;2;1,8 %;-;2;1,9 %;-
WU;-;-;-;0;0,0 %;-
